Date Time;Abgedeckte Bedarf der aFRR+;Abgedeckte Bedarf der aFRR-;NRV+ (Import);NRV- (Export);Abgedeckte Bedarf der SA mFRR+;Abgedeckte Bedarf der SA mFRR-;Abgedeckte Bedarf der DA mFRR+;Abgedeckte Bedarf der DA mFRR-;Abgedeckte Bedarf der RR+;Abgedeckte Bedarf der RR-;FRCE+ (Import);FRCE- (Export);Total System Imbalance (Positiv = long / Negativ = short);AE-Preis long;AE-Preis short;AE-Preis per 2026
01.01.2025 00:00;73.28993111;-0.117458889;13.95268444;-0.983004444;177;0;0;0;30;0;13.68600111;-8.231585556;-298.5965678;3.08;32.98;29.48
01.01.2025 00:15;114.7212667;0;9.956801111;0;177;0;0;0;30;0;9.912106667;-12.02312;-329.5670544;8.75;62.12;55.98
01.01.2025 00:30;65.16696556;0;21.59620889;0;83;0;0;0;30;0;7.694811111;-8.659427778;-198.7985578;8.75;29.16;26.01
01.01.2025 00:45;28.05460444;-0.278183333;7.496333333;-7.985104444;142;0;0;0;30;0;11.68758111;-10.50318111;-200.47205;0.2;23.46;20.83
01.01.2025 01:00;90.40228444;0;67.34261667;-1.121544444;155;0;0;0;30;0;13.06476333;-11.53243444;-343.1556856;8.39;36.21;32.42
01.01.2025 01:15;34.55256222;-0.27493;97.85962889;0;155;0;0;0;30;0;7.365222222;-10.56072333;-313.94176;7.97;24.25;21.54
01.01.2025 01:30;66.45576;-0.05656;31.60363667;-0.009791111;180;0;0;0;30;0;10.66159889;-8.460804444;-310.19384;3.45;26.35;23.45
01.01.2025 01:45;22.23063778;-0.611842222;13.00933556;-5.421968889;219;0;0;0;30;0;7.407737778;-9.119185556;-276.4947144;-1.01;22.67;20.11
01.01.2025 02:00;61.56536111;0;14.30635778;-1.195204444;289;0;0;0;0;0;12.32396667;-10.66592444;-365.3345567;6.08;29.61;26.42
01.01.2025 02:15;11.48017333;-1.114493333;2.471226667;-18.43550444;289;0;0;0;0;0;6.510671111;-7.165726667;-282.7463467;1.9;22.94;20.35
01.01.2025 02:30;2.861724444;-4.514022222;0.751791111;-29.92577778;289;0;0;0;0;0;5.096302222;-6.508572222;-256.7614456;-4.85;19.29;17.04
01.01.2025 02:45;0;-34.00755556;0;-49.67402778;289;0;0;0;0;0;7.762065556;-11.35197667;-201.7285056;-34.54;18.2;16.05
01.01.2025 03:00;10.93178778;-1.589211111;0.684128889;-4.669592222;289;0;0;0;0;0;8.395118889;-4.962034444;-297.7901978;-7.04;22.95;20.37
01.01.2025 03:15;35.81298111;-0.057642222;8.093672222;-1.001773333;199;0;0;0;0;0;8.298064444;-7.217656667;-242.9276456;1.9;23.58;20.94
01.01.2025 03:30;8.858632222;-0.781776667;8.090563333;-6.523775556;199;0;0;0;0;0;5.33067;-5.068316667;-208.9059967;1.73;20.83;18.43
01.01.2025 03:45;0.531151111;-17.92492667;2.863843333;-10.06673556;199;0;0;0;0;0;4.77862;-9.283632222;-169.89832;-35.45;17.94;15.81
01.01.2025 04:00;0.011122222;-30.71832333;0;-60.25437556;277;0;0;0;12;0;8.967057778;-8.020263333;-198.9852178;-28.65;18.17;16.02
01.01.2025 04:15;0;-25.13834667;0;-79.41369222;277;0;0;0;12;0;7.07334;-7.04968;-184.4716211;-22.28;18.15;16
01.01.2025 04:30;0.44216;-13.0371;0;-58.85307778;237;0;0;0;12;0;5.529502222;-5.449798889;-177.6316856;-16.78;18;15.86
01.01.2025 04:45;0.067407778;-13.99831556;0;-28.49126778;197;0;0;0;12;0;6.300723333;-4.888427778;-167.99012;-14.77;17.82;15.7
01.01.2025 05:00;0.336898889;-7.553562222;0.197471111;-23.60038667;200;0;0;0;0;0;7.252126667;-4.202711111;-172.4298367;-17.49;18.1;15.95
01.01.2025 05:15;1.91609;-3.508563333;0.075902222;-20.82674889;200;0;0;0;0;0;4.151488889;-5.753343333;-176.0548256;-9.34;18.1;15.95
01.01.2025 05:30;7.124427778;-0.889075556;0.169188889;-10.30641333;200;0;0;0;0;0;6.594467778;-4.356021111;-198.3365744;-3.36;20.79;18.4
01.01.2025 05:45;25.14961889;0;4.003621111;-0.773532222;200;0;0;0;0;0;6.953931111;-5.682812222;-229.6508267;4.86;23.14;20.54
01.01.2025 06:00;81.18367111;0;18.52959333;-0.052586667;60;0;0;0;0;0;11.85762556;-6.040041111;-165.4782622;5.72;27.87;24.84
01.01.2025 06:15;68.36845667;-0.036757778;4.900712222;-0.643176667;120;0;0;0;0;0;6.344121111;-14.27728667;-184.6560689;1.95;26.18;23.3
01.01.2025 06:30;3.35746;-1.123564444;0.078328889;-24.72627111;200;0;0;0;0;0;7.608797778;-6.548141111;-178.64661;1.51;21.3;18.87
01.01.2025 06:45;1.954742222;-1.306406667;0.004568889;-53.05039667;250;0;0;0;0;0;7.041861111;-7.039658889;-197.60471;0.9;21.51;19.05
01.01.2025 07:00;64.92121333;-0.960562222;0.469855556;-15.88821111;62;0;0;0;18;0;15.44051333;-7.526323333;-136.4564856;-19.37;27.32;24.34
01.01.2025 07:15;34.36468222;-0.832391111;1.54629;-12.72460222;147;0;0;0;18;0;5.151602222;-12.82742333;-179.6781578;-3.42;25.42;22.61
01.01.2025 07:30;5.097654444;-1.999356667;1.266924444;-25.79025778;212;0;0;0;18;0;9.167745556;-8.763028889;-208.9796811;-2.96;20.54;18.17
01.01.2025 07:45;1.734614444;-12.45237778;6.019792222;-12.97237222;234;0;0;0;18;0;8.087795556;-8.496938889;-233.9205133;-8.44;20.26;17.92
01.01.2025 08:00;3.431508889;-1.722395556;19.44838222;-6.882196667;8;0;0;0;125;0;8.829205556;-8.038222222;-148.0662822;-4.63;21.55;19.09
01.01.2025 08:15;2.479376667;-12.57785667;7.029464444;-11.84917889;55;0;0;0;125;0;7.182362222;-10.55852889;-161.7056389;-28.19;21.25;18.82
01.01.2025 08:30;0;-21.45302889;1.688124444;-15.15454778;81;0;0;0;125;0;9.016645556;-7.886208889;-172.2109844;-14.25;16.82;14.79
01.01.2025 08:45;0;-39.15242778;2.6709;-15.62803;88;0;0;0;125;0;8.225927778;-13.19796778;-155.9184022;-25.11;16.86;14.83
01.01.2025 09:00;0.005966667;-35.51650111;0;-54.24955;93;0;0;0;96;0;13.30755778;-10.50968778;-102.0377856;-29.02;21.23;18.8
01.01.2025 09:15;0;-85.62878889;0.027128889;-29.18776444;80;0;0;0;96;0;7.38443;-17.67714333;-50.91786222;-78.13;16.83;14.8
01.01.2025 09:30;0;-141.4434033;0;-26.33037778;74;0;0;0;96;0;12.37928222;-9.120783333;-5.484717778;-48.73;16.79;14.76
01.01.2025 09:45;0;-157.9263022;0;-32.60205333;65;0;0;0;96;0;10.01358444;-16.22260111;35.73737222;-88.04;16.73;-79.53
01.01.2025 10:00;0;-177.5405533;0;-8.071546667;65;0;0;0;130;0;17.76152889;-10.56124444;-16.58818444;-142.13;16.75;14.73
01.01.2025 10:15;0;-104.0443133;0;-1.023633333;0;-66;0;0;130;0;10.96515444;-10.75523889;40.85803111;-67.34;16.52;-60.72
01.01.2025 10:30;0;-48.26348222;0.741933333;-8.101014444;0;-158;0;0;130;0;14.89723667;-7.417533333;76.14286;-51.75;16.52;-46.55
01.01.2025 10:45;0;-54.54101889;2.130431111;-7.827945556;0;-183;0;0;130;0;15.98848444;-14.55293;111.8029789;-48.93;16.52;-43.98
01.01.2025 11:00;1.259087778;-9.136125556;4.327018889;-31.68899778;0;-55;0;0;0;0;12.69584333;-11.49383667;89.03701;-17.07;21.87;-15.02
01.01.2025 11:15;2.134328889;-2.341431111;17.48837333;-10.16525889;0;-97;0;0;0;0;9.98807;-10.07295222;89.96887;-7.32;21.77;-6.16
01.01.2025 11:30;3.008084444;-2.789423333;16.96686;-6.587185556;0;-137;0;0;0;0;10.8347;-10.51595556;126.08292;-6.74;22.06;-5.63
01.01.2025 11:45;3.22605;-11.19628667;7.986395556;-31.03365667;0;-137;0;0;0;0;10.88077667;-10.68249556;167.8192167;-22.34;22.37;-19.81
01.01.2025 12:00;6.717247778;-0.550523333;1.245128889;-28.21470444;0;-41;0;0;0;0;12.19567222;-10.59110222;60.19828111;-6.3;22.88;-5.23
01.01.2025 12:15;55.27248778;0;26.97577;-0.037671111;0;-106;0;0;0;0;11.79144111;-9.152883333;21.15085556;-0.26;24.55;0.26
01.01.2025 12:30;85.81244889;0;46.60852444;0;0;-170;0;0;0;0;12.19505111;-9.098835556;34.48281111;-3.53;25.14;-2.71
01.01.2025 12:45;28.09570333;-0.19965;79.15331556;-0.005346667;0;-191;0;0;0;0;7.833641111;-14.34728333;90.46962;-5.78;23.91;-4.75
01.01.2025 13:00;3.803578889;-1.394711111;47.63090222;-0.186283333;0;-66;0;0;0;-5;10.72154;-10.31356889;20.73854222;-5.39;22.47;-4.4
01.01.2025 13:15;2.061355556;-7.301147778;23.96976889;-9.669768889;0;-24;0;0;0;-5;9.058968889;-10.33745111;21.21827444;-17.42;21.36;-15.34
01.01.2025 13:30;1.0304;-6.03094;3.484966667;-18.56705333;0;-24;0;0;0;-5;10.62308444;-9.853238889;48.31278111;-5.66;21.02;-4.64
01.01.2025 13:45;0.275194444;-9.153111111;5.014935556;-32.17101;0;-24;0;0;0;-5;8.334693333;-9.458551111;66.15784889;-5.86;21.25;-4.82
01.01.2025 14:00;0;-46.99773889;0.56912;-11.95581556;0;0;0;0;0;0;12.16176222;-12.58736;58.81003222;-49.67;7.71;-44.66
01.01.2025 14:15;0.276147778;-16.51271889;2.965328889;-18.15003556;0;0;0;0;0;0;10.15597222;-9.606633333;30.87193889;-8.19;20.6;-6.95
01.01.2025 14:30;7.509088889;-3.933233333;5.433236667;-9.60494;0;0;0;0;0;0;11.58040889;-11.50602778;0.521466667;-6.39;23.06;-5.31
01.01.2025 14:45;23.55064111;-1.480985556;10.06444444;-4.991747778;0;0;0;0;0;0;9.707008889;-11.62054222;-25.22881889;-17.56;23.54;20.9
01.01.2025 15:00;0.280892222;-26.43364778;2.028182222;-19.96232889;0;0;0;0;0;0;11.27792778;-9.510913333;42.31988778;-33.1;21.42;-29.59
01.01.2025 15:15;8.54383;-0.614281111;15.55968556;-3.952572222;0;0;0;0;0;0;11.24619444;-10.20453444;-20.57832222;-5.48;22.51;19.97
01.01.2025 15:30;88.07780667;0;17.69689;-0.589191111;0;0;0;0;0;0;17.07811778;-7.842917778;-114.4207056;6.99;32.36;28.91
01.01.2025 15:45;88.51088;0;11.36258556;-2.887366667;0;0;0;0;0;0;12.87106778;-18.04473889;-91.81242778;6.99;30.58;27.3
01.01.2025 16:00;11.89575222;-11.05211111;3.805832222;-35.06203222;0;0;0;0;0;0;13.02624889;-14.97967111;32.36598111;-32.64;23.55;-29.17
01.01.2025 16:15;30.69541111;-0.040282222;4.149415556;-4.052706667;0;0;0;0;0;0;12.11129556;-14.09775444;-28.76537889;-2.3;24.7;21.96
01.01.2025 16:30;89.19975778;0;23.04001333;-0.299207778;0;0;0;0;0;0;17.49241444;-9.833975556;-119.5990022;8.92;38.59;34.58
01.01.2025 16:45;141.3023367;0;62.19841222;0;0;0;0;0;0;0;13.13067;-14.05736778;-202.5740511;8.92;54.85;49.36
01.01.2025 17:00;25.91592333;-0.760902222;36.06610778;-0.759013333;0;0;0;0;0;0;12.45309111;-15.86177333;-57.05343333;-5.34;24.8;22.04
01.01.2025 17:15;52.96155444;0;11.63839222;-0.029297778;85;0;0;0;0;0;10.84577667;-11.58940222;-148.8270233;9.21;175.48;159.02
01.01.2025 17:30;81.37547111;0;23.87330333;-0.074871111;85;0;0;0;0;0;13.65399222;-9.75559;-194.0723056;9.21;40.37;36.2
01.01.2025 17:45;67.89602778;0;57.86519222;0;85;0;0;0;0;0;7.983112222;-12.26073889;-206.4835933;9.21;30.3;27.05
01.01.2025 18:00;5.396444444;-4.737797778;7.632974444;-5.565546667;85;0;0;0;0;0;11.90997222;-13.21640889;-86.41963778;-5.54;23.5;20.86
01.01.2025 18:15;18.47332;-5.231523333;9.295994444;-5.999114444;85;0;0;0;0;0;9.328061111;-11.18542222;-99.68131556;-3.47;24.91;22.15
01.01.2025 18:30;2.073021111;-8.414987778;6.89312;-16.15145444;85;0;0;0;0;0;12.14003556;-13.3906;-68.14913444;-2.96;22.75;20.18
01.01.2025 18:45;4.840481111;-2.573103333;3.583136667;-18.80630556;85;0;0;0;0;0;10.03442333;-10.96622222;-71.11241;-2.92;22.8;20.23
01.01.2025 19:00;20.42346333;-0.631914444;20.27847333;-2.838591111;60;0;0;0;0;0;13.90762;-8.538694444;-102.6003567;3.81;24.55;21.82
01.01.2025 19:15;22.14383667;-1.870786667;14.20618889;-8.527783333;60;0;0;0;0;0;9.112951111;-13.57286;-81.49154667;-0.65;24.84;22.08
01.01.2025 19:30;2.339137778;-10.26828222;7.762637778;-12.20108444;60;0;0;0;0;0;11.33138222;-12.69937667;-46.26441444;-3.24;22.3;19.77
01.01.2025 19:45;0.683726667;-26.48735444;6.558151111;-11.15610778;60;0;0;0;0;0;15.75980111;-14.78488222;-30.57333444;-12.78;20.76;18.37
01.01.2025 20:00;73.39517667;0;37.73769111;-0.159506667;75;0;0;0;0;0;18.05338889;-9.798475556;-194.2282744;8.8;33.77;30.2
01.01.2025 20:15;48.07629889;-1.205905556;28.10993444;-1.79683;75;0;0;0;0;0;6.330818889;-15.27590333;-139.2384133;1.69;31.27;27.93
01.01.2025 20:30;0.359965556;-9.803741111;0.266377778;-35.46782222;180;0;0;0;0;0;7.945446667;-7.999144444;-135.3010822;-1.89;19.62;17.34
01.01.2025 20:45;0.033907778;-35.21890778;2.161422222;-17.53331;150;0;0;0;0;0;10.22080111;-15.96322333;-93.70069;-15.87;18.52;16.33
01.01.2025 21:00;30.42982444;-5.191107778;10.57268111;-3.126758889;130;0;0;0;0;0;17.10723778;-6.414082222;-173.3777944;-5.43;24.95;22.18
01.01.2025 21:15;25.24548222;-1.93929;7.830832222;-7.09459;100;0;0;0;0;0;6.111888889;-10.84228222;-119.3120411;1.23;24.47;21.74
01.01.2025 21:30;2.065837778;-4.627;0.75212;-16.2471;100;0;0;0;0;0;9.7963;-9.59934;-82.14081778;-1.3;19.62;17.34
01.01.2025 21:45;0;-50.43973778;2.692053333;-16.68003;100;0;0;0;0;0;7.32178;-14.54912667;-28.34493889;-40.57;16.53;14.52
01.01.2025 22:00;10.50929556;-3.817132222;4.641795556;-18.36550556;100;0;0;0;0;0;17.41511667;-6.93602;-103.44755;-7.7;22.95;20.37
01.01.2025 22:15;24.83858667;-4.080392222;5.82556;-4.440926667;100;0;0;0;0;0;8.281524444;-12.77530667;-117.6490456;-1.09;24.21;21.51
01.01.2025 22:30;31.96979444;-0.809323333;1.47528;-2.269981111;100;0;0;0;0;0;13.17494111;-11.49602333;-132.0446878;-3.67;23.89;21.22
01.01.2025 22:45;11.49821889;-14.57140222;2.736011111;-10.24578667;100;0;0;0;0;0;8.751085556;-12.55937556;-85.60875111;-16.21;22.51;19.97
01.01.2025 23:00;10.15203444;-1.315507778;24.33239222;-1.98249;95;0;0;0;0;0;11.45475333;-8.34065;-129.3005322;2.99;22.62;20.06
01.01.2025 23:15;5.37611;-12.43244889;2.538728889;-23.20440111;95;0;0;0;0;0;5.609831111;-8.672134444;-64.21568556;-2.91;21.37;18.93
01.01.2025 23:30;0.304088889;-23.14114667;0.00328;-46.93124889;95;0;0;0;0;0;6.370982222;-9.162546667;-22.44340889;-19.72;19.08;16.84
01.01.2025 23:45;0;-86.55409222;0;-9.87123;95;0;0;0;0;0;11.04195889;-12.63100444;3.014367778;-81.53;16.59;-73.62
02.01.2025 00:00;27.65597667;-26.97618333;2.716396667;-6.220777778;100;0;0;0;0;0;22.64920556;-12.06027222;-107.7643456;-48.65;24.46;21.74
02.01.2025 00:15;64.04297889;-2.951797778;10.21464889;-4.48797;100;0;0;0;0;0;7.480201111;-12.95108;-161.3469811;-1.28;29.51;26.33
02.01.2025 00:30;0;-44.09817333;0.12992;-13.29117444;100;0;0;0;0;0;5.007604444;-11.24513444;-36.50304222;-52.49;17.67;15.56
02.01.2025 00:45;0;-160.0762467;0;-7.142025556;150;0;0;0;0;0;9.882533333;-15.40122556;22.73696444;-193.21;17.78;-175.14
02.01.2025 01:00;3.308092222;-12.97241444;0;-58.48631;150;0;0;0;0;0;19.98301;-5.415057778;-96.41732;-38.79;20.7;18.32
02.01.2025 01:15;0.321586667;-11.59830556;0.087093333;-30.71867;95;0;0;0;0;0;4.98805;-7.83664;-50.24311444;-2.59;20.68;18.3
02.01.2025 01:30;0.914566667;-3.808021111;0.460493333;-56.14859222;100;0;0;0;0;0;8.133666667;-5.902158889;-43.64995444;-10.69;18.21;16.06
02.01.2025 01:45;0;-63.41946333;0;-37.71280778;100;0;0;0;0;0;2.447631111;-12.99912444;11.68376444;-68.48;17.41;-61.75
02.01.2025 02:00;12.73639;-8.822836667;6.021826667;-9.276225556;100;0;0;0;0;0;19.32454889;-5.833671111;-114.1500322;-67.18;22.95;20.37
02.01.2025 02:15;12.92927444;-3.605274444;1.533911111;-8.079864444;50;0;0;0;0;0;3.131204444;-5.501657778;-50.40759333;3.98;21.78;19.3
02.01.2025 02:30;0.980232222;-14.95228222;2.61708;-5.515443333;50;0;0;0;0;0;5.783938889;-5.505953333;-33.40757222;-7.87;18.01;15.87
02.01.2025 02:45;0.000813333;-36.93845889;1.901755556;-6.252387778;50;0;0;0;0;0;7.871324444;-9.989376667;-6.59367;-34.17;17.44;15.35
02.01.2025 03:00;20.65605889;-5.920277778;14.1536;-0.307821111;50;0;0;0;0;0;11.55494556;-3.704441111;-86.43206444;-39.02;23.28;20.66
02.01.2025 03:15;8.513994444;-0.945231111;1.774291111;-10.72779333;50;0;0;0;0;0;4.604165556;-5.343195556;-47.87623111;3.02;21.69;19.22
02.01.2025 03:30;0.600582222;-4.145235556;0.123746667;-22.86601556;50;0;0;0;0;0;3.095991111;-4.300802222;-22.50826667;-3.47;19.73;17.43
02.01.2025 03:45;0.134946667;-6.368794444;0.030151111;-26.21143667;50;0;0;0;0;0;3.492006667;-4.292793333;-16.78408;-2.03;19.62;17.34
02.01.2025 04:00;0.411507778;-5.460183333;0.649863333;-12.89114222;50;0;0;0;0;0;5.079982222;-5.419084444;-32.37094333;-4.65;21.27;18.84
02.01.2025 04:15;0.007458889;-14.11040778;0.347767778;-17.11529889;50;0;0;0;0;0;5.890486667;-5.721285556;-19.29872111;-18.89;20.09;17.76
02.01.2025 04:30;1.925042222;-3.444005556;0.618413333;-12.56192333;50;0;0;0;0;0;5.090058889;-5.594056667;-36.03352889;1.12;20.44;18.08
02.01.2025 04:45;0.519747778;-14.31233556;0.155128889;-13.63964111;60;0;0;0;0;0;3.891607778;-8.877488889;-27.73701889;-36.21;19.63;17.35
02.01.2025 05:00;0;-44.91998667;0;-32.66984333;60;0;0;0;0;0;9.197053333;-6.066086667;14.45886333;-45.86;16.86;-41.19
02.01.2025 05:15;0;-24.91468333;0.272355556;-15.27866556;60;0;0;0;0;0;8.372161111;-7.501035556;-20.95013222;-20.69;16.86;14.82
02.01.2025 05:30;29.83209111;-1.331383333;8.213715556;-2.441752222;0;0;0;0;0;0;13.01680333;-6.481094444;-40.80838;-17.94;23.98;21.3
02.01.2025 05:45;62.47490111;0;21.51205778;0;0;0;0;0;0;0;10.77696222;-11.19196333;-83.57195778;9.16;26.78;23.85
02.01.2025 06:00;8.035606667;-0.528551111;12.56157667;-6.83052;0;0;0;0;0;0;9.899065556;-11.33246556;-11.80471222;2.24;21.55;19.09
02.01.2025 06:15;11.35823;-0.305442222;11.69666333;-5.090565556;0;0;0;0;0;0;10.71993444;-11.59968;-16.77914;3.46;21.6;19.13
02.01.2025 06:30;17.29435556;-1.013856667;14.74534;-6.432981111;0;0;0;0;0;0;10.90271222;-12.23712222;-23.25844778;0.87;22.85;20.28
02.01.2025 06:45;1.132127778;-19.74976;4.656987778;-37.29775444;132;0;0;0;0;0;12.53391333;-11.19518556;-82.08032889;-17.39;20.34;17.99
02.01.2025 07:00;0.622693333;-19.99768667;10.07837778;-8.061488889;0;-55;0;0;0;0;14.65979333;-18.46950556;76.16781667;-34.12;22.29;-30.52
02.01.2025 07:15;0.445014444;-12.0086;5.51147;-24.78548667;0;0;0;0;0;0;12.45689;-10.73242667;29.11313889;-10.66;21.27;-9.19
02.01.2025 07:30;9.254156667;-1.71943;11.28266333;-9.911668889;0;0;0;0;0;0;9.89367;-7.655983333;-11.14340778;2.03;21.68;19.21
02.01.2025 07:45;12.78114667;-6.984584444;5.790948889;-17.93994;60;0;0;0;0;0;9.027216667;-17.96361111;-44.71117667;-30.54;22.07;19.56
02.01.2025 08:00;0;-142.0351733;0;-46.48053111;0;-83;0;0;58;0;16.81584222;-17.14652333;213.8463856;-101.6;15.08;-91.86
02.01.2025 08:15;0.107558889;-48.17165444;0;-168.0722067;0;-45;0;0;58;0;14.41351444;-8.662105556;197.3848933;-38.62;21.67;-34.61
02.01.2025 08:30;0;-118.5032778;0;-63.29058111;0;-60;0;0;58;0;12.07409222;-20.34720444;192.0669711;-74.43;15.08;-67.16
02.01.2025 08:45;0;-130.1306089;0;-29.81535667;0;-45;0;0;58;0;9.006336667;-14.96961111;152.90924;-87.84;15.08;-79.35
02.01.2025 09:00;0;-51.66477667;0;-62.90019556;0;-73;0;0;0;0;20.72833667;-8.273095556;175.1097311;-43.62;15.22;-39.16
02.01.2025 09:15;0.421143333;-12.09920556;0.26896;-47.39523889;0;-129;0;0;0;0;9.048957778;-9.181597778;187.9369811;-12.44;21.89;-10.81
02.01.2025 09:30;1.637477778;-6.226531111;3.404737778;-21.85423;0;-179;0;0;0;0;9.361116667;-6.548356667;199.2257856;-8.03;21.89;-6.8
02.01.2025 09:45;0.952538889;-5.287002222;3.782328889;-56.10321444;0;-168;0;0;0;0;8.364815556;-7.994784444;224.2853178;-1.92;21.66;-1.24
02.01.2025 10:00;3.160797778;-4.201106667;0.551097778;-68.38863556;0;-135;0;0;0;0;8.938772222;-8.484676667;203.4237511;-3.77;23.55;-2.93
02.01.2025 10:15;0.549573333;-10.76131222;0;-107.16725;0;-135;0;0;0;0;6.078007778;-12.07659889;258.37758;-23.82;21.45;-21.15
02.01.2025 10:30;1.128875556;-11.50362333;0;-148.1174533;0;-170;0;0;0;0;12.73301222;-7.14874;322.9079289;-13.6;22.22;-11.86
02.01.2025 10:45;0.290115556;-51.81721778;0;-108.0198711;0;-209;0;0;0;0;4.313707778;-17.60393778;381.8372033;-57.1;21.78;-51.41
02.01.2025 11:00;1.488435556;-22.39786;0;-171.4078;0;-160;0;0;0;-84;19.51467111;-5.614963333;422.4175167;-64.03;21.74;-57.71
02.01.2025 11:15;1.242264444;-10.54497111;0.357711111;-46.37543778;0;-211;0;0;0;-84;5.716701111;-10.56314556;355.1668778;-26.97;21.61;-24.02
02.01.2025 11:30;5.080966667;-9.948735556;23.46666333;-9.344085556;0;-234;0;0;0;-84;11.49198444;-5.664596667;302.9178033;-17.52;22.88;-15.43
02.01.2025 11:45;15.67870667;-1.126841111;45.78446889;-18.23860111;0;-237;0;0;0;-84;7.983358889;-8.486308889;279.4052167;-1.22;23.58;-0.61
02.01.2025 12:00;115.9012856;-0.06836;9.059228889;-3.720292222;0;-234;0;0;0;-84;21.64005333;-10.21567111;185.4037556;-0.45;43.15;0.09
02.01.2025 12:15;81.32556778;-0.066732222;16.27467444;-0.511862222;0;-169;0;0;0;-84;7.303581111;-15.87160556;164.5463767;-0.08;34.67;0.43
02.01.2025 12:30;10.11378;-0.267735556;14.71112444;-13.10004222;0;-88;0;0;0;-84;8.608176667;-9.137644444;161.0723411;-0.77;23.14;-0.2
02.01.2025 12:45;1.544323333;-21.20145444;6.591887778;-14.52610444;0;-48;0;0;0;-84;8.706294444;-8.954503333;159.8395567;-21.4;23.12;-18.96
02.01.2025 13:00;66.52899444;-0.002713333;15.11964222;-1.484111111;0;-299;0;0;0;0;15.24382556;-11.86794;215.4623022;-0.64;35.66;-0.08
02.01.2025 13:15;6.531162222;-2.46079;1.070356667;-96.16036778;0;-83;0;0;0;0;10.13837333;-12.46012222;176.3413878;-1.83;24.68;-1.16
02.01.2025 13:30;3.482642222;-0.959198889;0.270431111;-49.85867778;0;-116;0;0;0;0;6.943892222;-7.560502222;163.6814133;-1.37;22.01;-0.75
02.01.2025 13:45;19.10468556;-0.334337778;1.893605556;-9.169371111;0;-116;0;0;0;0;12.07949889;-10.62823778;103.0541567;-3.15;23.72;-2.36
02.01.2025 14:00;68.09598111;0;19.56129222;-4.044048889;0;-170;0;0;0;0;17.39124111;-9.104293333;78.09982778;6.52;30.44;7.75
02.01.2025 14:15;95.30166;0;32.37157667;0;0;-162;0;0;0;0;8.676486667;-12.51136;38.16163667;6.57;31.71;7.8
02.01.2025 14:30;91.48194778;0;8.145122222;0;0;-111;0;0;0;0;11.95067556;-10.62249778;10.04475222;6.9;30.93;8.16
02.01.2025 14:45;37.2503;-0.601938889;3.110651111;-9.511355556;0;-34;0;0;0;0;9.84836;-15.72322667;9.62721;-0.53;26.9;0.02
02.01.2025 15:00;5.200997778;-1.677918889;12.59381778;-17.76983;0;-26;0;0;0;-37;7.845862222;-8.183608889;64.99068;-3.92;23.37;-3.06
02.01.2025 15:15;0.324434444;-20.43173111;3.514881111;-45.87732667;28;0;0;0;0;-37;7.251772222;-10.87321556;75.09118556;-5.46;21.26;-4.47
02.01.2025 15:30;0.477427778;-39.54778222;0;-84.20488222;78;0;0;0;0;-37;13.23921889;-12.13404111;81.17005889;-16.71;21.8;-14.69
02.01.2025 15:45;0.218503333;-27.60823889;0.312924444;-47.28347778;48;0;0;0;0;-37;12.74766333;-13.59185111;64.20447667;-7.61;22.17;-6.42
02.01.2025 16:00;0.776083333;-7.967638889;16.71373778;-30.93842222;0;-83;0;0;0;0;11.39810333;-6.609143333;99.62728;2.84;22.15;3.65
02.01.2025 16:15;6.252165556;-0.475107778;10.73871444;-11.90365333;0;-42;0;0;0;0;10.28402;-10.49801667;37.60187778;8.4;24.08;9.83
02.01.2025 16:30;34.60786667;-0.158826667;37.71733889;-1.011758889;0;-79;0;0;0;0;11.10758111;-7.94162;4.679418889;8.37;27.53;9.8
02.01.2025 16:45;48.61206556;-0.080973333;8.312518889;-2.436443333;0;-28;0;0;0;0;14.11973333;-16.65741556;-23.86948556;8.3;28.74;25.63
02.01.2025 17:00;1.433093333;-5.159635556;17.03312222;-13.89525333;0;-140;0;0;0;0;7.893306667;-8.259007778;140.9543744;6.85;22.74;8.11
02.01.2025 17:15;1.308171111;-2.905798889;23.9347;-10.68874444;0;-131;0;0;0;0;7.867005556;-8.583435556;120.0681022;8.18;22.01;9.59
02.01.2025 17:30;0.793854444;-6.694457778;2.031982222;-44.54219333;0;-40;0;0;0;0;7.991555556;-9.22307;89.64232889;7.2;22.23;8.5
02.01.2025 17:45;2.804497778;-1.992991111;2.848524444;-71.43003556;5;0;0;0;0;0;8.436953333;-7.57456;61.90761111;8.31;23.81;9.73
02.01.2025 18:00;0;-44.75518111;0.894853333;-26.04846111;0;-25;0;0;0;0;9.127627778;-14.95924556;100.7404067;1.59;16.45;2.27
02.01.2025 18:15;1.91704;-5.557034444;1.999906667;-57.48418333;0;-18;0;0;0;0;11.38643889;-6.687615556;72.42544778;6.05;19.55;7.22
02.01.2025 18:30;4.439423333;-0.321183333;62.21750222;-1.796048889;0;-150;0;0;0;0;6.848435556;-7.307696667;85.91956778;8.55;19.55;10
02.01.2025 18:45;8.365204444;-2.509484444;61.98773222;-0.245557778;0;-155;0;0;0;0;10.04716889;-9.93247;87.28740667;8.37;23.08;9.8
02.01.2025 19:00;1.577678889;-1.931275556;46.91622;-0.021128889;18;0;0;0;0;-68;8.58859;-9.13734;4.007255556;8.48;19.19;9.92
